DATA,ID_ARTICOL,ARTICOL,CANTITATE,VAL_IESIRE_FARA_TVA,VAL_IESIRE_CU_TVA,VAL_INTRARE_CU_TVA,TOTAL_DISCOUNT,RATA_DISCOUNT,ADAOS,STOC_INITIAL,STOC_FINAL,RUPTURA_STOC
05-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,27,1208.28,1437.75,1410.75,479.25,0.333333333,-202.47,312,285,0
06-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,671.25,798.75,783.75,266.25,0.333333333,-112.5,285,270,0
07-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,19,850.25,1011.75,992.75,337.25,0.333333333,-142.5,270,251,0
08-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,581.77,692.25,679.25,230.75,0.333333333,-97.48,251,238,0
09-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,626.48,745.5,731.5,248.5,0.333333333,-105.02,238,224,0
10-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,22,984.49,1171.5,1149.5,390.5,0.333333333,-165.01,224,202,0
11-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,715.99,852,836,284,0.333333333,-120.01,202,186,0
12-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,626.48,745.5,731.5,248.5,0.333333333,-105.02,186,172,0
13-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,536.99,639,627,213,0.333333333,-90.01,172,160,0
14-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,715.98,852,836,284,0.333333333,-120.02,160,444,0
15-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,22,984.49,1171.5,1149.5,390.5,0.333333333,-165.01,444,422,0
16-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,18,805.49,958.5,940.5,319.5,0.333333333,-135.01,422,404,0
17-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,492.27,585.75,574.75,195.25,0.333333333,-82.48,404,393,0
18-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,581.73,692.25,679.25,230.75,0.333333333,-97.52,393,380,0
19-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,20,895,1065,1045,355,0.333333333,-150,380,470,0
20-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,20,894.99,1065,1045,355,0.333333333,-150.01,470,450,0
21-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,536.99,639,627,213,0.333333333,-90.01,450,438,0
22-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,760.75,905.25,888.25,301.75,0.333333333,-127.5,438,421,0
23-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,581.77,692.25,679.25,230.75,0.333333333,-97.48,421,408,0
24-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,581.76,692.25,679.25,230.75,0.333333333,-97.49,408,395,0
25-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,626.46,745.5,731.5,248.5,0.333333333,-105.04,395,381,0
26-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,581.74,692.25,679.25,230.75,0.333333333,-97.51,381,368,0
27-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,19,850.24,1011.76,992.75,337.24,0.333320155,-142.51,368,349,0
28-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,18,805.5,958.5,940.5,319.5,0.333333333,-135,349,331,0
29-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,537.01,639.01,627,212.99,0.333312468,-89.99,331,319,0
30-Jun-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,21,939.74,1118.25,1097.25,372.75,0.333333333,-157.51,319,298,0
01-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.27,781,574.75,0,0,81.52,298,287,0
02-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,3,178.99,213,156.75,0,0,22.24,287,284,0
03-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.34,568,418,0,0,59.34,284,306,0
04-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.63,710,522.5,0,0,74.13,306,296,0
05-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.92,852,627,0,0,88.92,296,284,0
06-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.94,639,470.25,0,0,66.69,284,275,0
07-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.95,639,470.25,0,0,66.7,275,266,0
08-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.29,355,261.25,0,0,37.04,266,261,0
09-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.31,568,418,0,0,59.31,261,253,0
10-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.65,710,522.5,0,0,74.15,253,243,0
11-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.97,852,627,0,0,88.97,243,381,0
12-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.28,568,418,0,0,59.28,381,373,0
13-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.3,781,574.75,0,0,81.55,373,362,0
14-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.26,781,574.75,0,0,81.51,362,351,0
15-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,17,1014.25,1207,888.25,0,0,126,351,334,0
16-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.28,568,418,0,0,59.28,334,326,0
17-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,775.64,923,679.25,0,0,96.39,326,313,0
18-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.63,497,365.75,0,0,51.88,313,306,0
19-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.63,497,365.75,0,0,51.88,306,299,0
20-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,835.28,994,731.5,0,0,103.78,299,285,0
21-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,954.58,1136,836,0,0,118.58,285,269,0
22-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.96,426,313.5,0,0,44.46,269,263,0
23-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.65,497,365.75,0,0,51.9,263,296,0
24-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,3,178.98,213,156.75,0,0,22.23,296,293,0
25-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.31,781,574.75,0,0,81.56,293,282,0
26-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.63,497,365.75,0,0,51.88,282,275,0
27-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.29,568,418,0,0,59.29,275,267,0
28-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.29,568,418,0,0,59.29,267,259,0
29-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,259,313,0
30-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.28,781,574.75,0,0,81.53,313,302,0
31-Jul-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.65,497,365.75,0,0,51.9,302,415,0
01-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.66,284,209,0,0,29.66,415,411,0
02-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.28,781,574.75,0,0,81.53,411,400,0
03-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.31,568,418,0,0,59.31,400,392,0
04-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.62,710,522.5,0,0,74.12,392,382,0
05-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.32,568,418,0,0,59.32,382,374,0
06-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.28,568,418,0,0,59.28,374,366,0
07-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.3,355,261.25,0,0,37.05,366,361,0
08-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.61,497,365.75,0,0,51.86,361,354,0
09-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.92,852,627,0,0,88.92,354,342,0
10-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.98,852,627,0,0,88.98,342,330,0
11-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,775.63,923,679.25,0,0,96.38,330,317,0
12-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.28,568,418,0,0,59.28,317,309,0
13-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,15,894.93,1065,783.75,0,0,111.18,309,294,0
14-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.96,852,627,0,0,88.96,294,382,0
15-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.33,568,418,0,0,59.33,382,374,0
16-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.66,284,209,0,0,29.66,374,370,0
17-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.64,284,209,0,0,29.64,370,366,0
18-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.6,710,522.5,0,0,74.1,366,356,0
19-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.96,426,313.5,0,0,44.46,356,350,0
20-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.29,781,574.75,0,0,81.54,350,339,0
21-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,3,179,213,156.75,0,0,22.25,339,336,0
22-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.27,781,574.75,0,0,81.52,336,325,0
23-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.64,497,365.75,0,0,51.89,325,318,0
24-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.66,284,209,0,0,29.66,318,314,0
25-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.66,284,209,0,0,29.66,314,310,0
26-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.64,284,209,0,0,29.64,310,306,0
27-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.3,355,261.25,0,0,37.05,306,301,0
28-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.66,284,209,0,0,29.66,301,297,0
29-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.31,568,418,0,0,59.31,297,289,0
30-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.94,852,627,0,0,88.94,289,277,0
31-Aug-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.31,355,261.25,0,0,37.06,277,272,0
01-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.96,426,313.5,0,0,44.46,272,266,0
02-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.63,497,365.75,0,0,51.88,266,259,0
03-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.65,284,209,0,0,29.65,259,255,0
04-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.96,639,470.25,0,0,66.71,255,246,0
05-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.32,355,261.25,0,0,37.07,246,241,0
06-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,241,235,0
07-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.98,852,627,0,0,88.98,235,223,0
08-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.95,639,470.25,0,0,66.7,223,214,0
09-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,214,208,0
10-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,1,59.65,71,52.25,0,0,7.4,208,207,0
11-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.66,284,209,0,0,29.66,207,203,0
12-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.6,710,522.5,0,0,74.1,203,193,0
13-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.62,497,365.75,0,0,51.87,193,186,0
14-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.95,852,627,0,0,88.95,186,174,0
15-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,10,596.64,710,522.5,0,0,74.14,174,164,0
16-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.98,426,313.5,0,0,44.48,164,158,0
17-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.94,639,470.25,0,0,66.69,158,221,0
18-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.65,497,365.75,0,0,51.9,221,197,0
19-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.64,284,209,0,0,29.64,197,193,0
20-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.29,568,418,0,0,59.29,193,186,0
21-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,3,179,213,156.75,0,0,22.25,186,183,0
22-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.31,355,261.25,0,0,37.06,183,178,0
23-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.31,355,261.25,0,0,37.06,178,173,0
24-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.63,284,209,0,0,29.63,173,169,0
25-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.97,426,313.5,0,0,44.47,169,163,0
26-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.28,781,574.75,0,0,81.53,163,152,0
27-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.65,497,365.75,0,0,51.9,152,145,0
28-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.34,568,418,0,0,59.34,145,137,0
29-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,2,119.33,142,104.5,0,0,14.83,137,135,0
30-Sep-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,0,0,0,0,0,0,0,135,134,0
01-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.95,639,470.25,0,0,66.7,134,161,0
02-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.32,355,261.25,0,0,37.07,161,156,0
03-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.64,497,365.75,0,0,51.89,156,149,0
04-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.31,568,418,0,0,59.31,149,141,0
05-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.97,426,313.5,0,,44.47,141,135,0
06-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.32,355,261.25,0,,37.07,135,130,0
07-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.65,497,365.75,0,,51.9,130,123,0
08-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.32,355,261.25,0,,37.07,123,118,0
09-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.32,568,418,0,,59.32,118,110,0
10-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.29,568,418,0,,59.29,110,102,0
11-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,4,238.63,284,209,0,,29.63,102,170,0
12-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.94,852,627,0,,88.94,170,158,0
13-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,14,835.21,994,731.5,0,,103.71,158,144,0
14-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,13,775.58,923,679.25,0,,96.33,144,131,0
15-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.99,426,313.5,0,,44.49,131,125,0
16-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.3,781,574.75,0,,81.55,125,114,0
17-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.97,639,470.25,0,,66.72,114,105,0
18-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,16,954.59,1136,836,0,0,118.59,105,189,0
19-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,9,536.98,639,470.25,0,0,66.73,189,180,0
20-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.31,781,574.75,0,0,81.56,180,169,0
21-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.62,497,365.75,0,0,51.87,169,162,0
22-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.33,568,418,0,0,59.33,162,154,0
23-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,8,477.3,568,418,0,0,59.3,154,546,0
24-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.31,355,261.25,0,0,37.06,546,541,0
25-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.3,355,261.25,0,0,37.05,541,536,0
26-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,11,656.28,781,574.75,0,0,81.53,536,525,0
27-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,12,715.96,852,627,0,0,88.96,525,513,0
28-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,5,298.31,355,261.25,0,0,37.06,513,508,0
29-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.97,426,313.5,0,0,44.47,508,502,0
30-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,6,357.97,426,313.5,0,0,44.47,502,496,0
31-Oct-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,7,417.66,497,365.75,0,0,51.91,496,489,0
01-Nov-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,26,1085.8,1292.2,1358.5,553.8,0.428571429,-272.7,489,363,0
02-Nov-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,28,1169.35,1391.6,1463,596.4,0.428571429,-293.65,363,335,0
03-Nov-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,45,1879.33,2236.5,2351.25,958.5,0.428571429,-471.92,335,290,0
04-Nov-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,20,835.21,994,1045,426,0.428571429,-209.79,290,270,0
05-Nov-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,26,1085.83,1292.2,1358.5,553.8,0.428571429,-272.67,270,244,0
06-Nov-24,147807,LRP CICAPLAST B5+ BALSAM REPARATOR CALMANT CU INDICATII MULTIPLE 100 ML ,36,1503.41,1789.2,1881,766.8,0.428571429,-377.59,244,808,0
