DATA,BRAND,CANTITATE,VAL_IESIRE_FARA_TVA,VAL_IESIRE_CU_TVA,TOTAL_DISCOUNT,RATA_DISCOUNT,ADAOS,STOC_INITIAL,STOC_FINAL,RUPTURA_STOC
1-Jan-24,LOREAL ROMANIA S.R.L.,,,,,0,0,25445,25445,0
2-Jan-24,LOREAL ROMANIA S.R.L.,,,,,0,0,25445,25445,0
3-Jan-24,LOREAL ROMANIA S.R.L.,630,33380.86,39723.42,1706.08,0.042948971,2599.1321,25445,24930,1
4-Jan-24,LOREAL ROMANIA S.R.L.,558,31198.15,37125.55,1790.15,0.048218814,2363.6818,24930,28907,0
5-Jan-24,LOREAL ROMANIA S.R.L.,607,32859.43,39102.68,1812.82,0.046360505,2609.0436,28907,28301,1
6-Jan-24,LOREAL ROMANIA S.R.L.,660,35869.21,42684.2,1842.3,0.04316117,2960.2636,28301,27643,1
7-Jan-24,LOREAL ROMANIA S.R.L.,571,30434.22,36216.58,1605.12,0.044320032,2461.7718,27643,27073,1
8-Jan-24,LOREAL ROMANIA S.R.L.,399,20782.65,24731.43,1355.07,0.054791413,1370.46,27073,26980,0
9-Jan-24,LOREAL ROMANIA S.R.L.,451,22602.22,26896.6,1445.9,0.053757724,1483.88,26980,26534,1
10-Jan-24,LOREAL ROMANIA S.R.L.,528,27959.61,33271.93,2073.55,0.062321302,2061.8205,26534,28721,1
11-Jan-24,LOREAL ROMANIA S.R.L.,529,28273.37,33645.1,1628.4,0.048399321,2052.9,28721,28190,0
12-Jan-24,LOREAL ROMANIA S.R.L.,632,33498.58,39863.56,1951.94,0.048965521,2438.71,28190,27557,1
13-Jan-24,LOREAL ROMANIA S.R.L.,886,47929.95,57036.28,2760.72,0.048402876,3456.15,27557,26671,1
14-Jan-24,LOREAL ROMANIA S.R.L.,924,49113.44,58444.82,3099.18,0.053027454,3354.06,26671,25747,0
15-Jan-24,LOREAL ROMANIA S.R.L.,611,33970.76,40425.24,1974.26,0.048837311,2459.66,25747,25132,1
16-Jan-24,LOREAL ROMANIA S.R.L.,619,32882.35,39129.73,2174.77,0.055578457,2104.21,25132,28962,1
17-Jan-24,LOREAL ROMANIA S.R.L.,548,27970.88,33285.61,2022.98,0.060776414,1771.4721,28962,28413,1
18-Jan-24,LOREAL ROMANIA S.R.L.,524,26826.2,31923.2,1803,0.0564793,1707.7714,28413,27888,1
19-Jan-24,LOREAL ROMANIA S.R.L.,557,30412.55,36190.83,2246.37,0.062070143,2146.79,27888,27331,1
20-Jan-24,LOREAL ROMANIA S.R.L.,707,36146.39,43014.03,2921.97,0.067930626,2270.39,27331,26624,1
21-Jan-24,LOREAL ROMANIA S.R.L.,723,35406.15,42133.6,2722.9,0.064625382,2406.24,26624,25901,1
22-Jan-24,LOREAL ROMANIA S.R.L.,435,21723.85,25851.38,1858.62,0.071896355,1323.25,25901,25548,1
23-Jan-24,LOREAL ROMANIA S.R.L.,447,23366.57,27806.33,1664,0.059842489,1715.87,25548,25113,1
24-Jan-24,LOREAL ROMANIA S.R.L.,706,35701.21,42484.43,2455.57,0.057799293,2575.79,25113,24410,1
25-Jan-24,LOREAL ROMANIA S.R.L.,366,18740.1,22300.77,1476.23,0.066196369,1222.88,24410,28587,0
26-Jan-24,LOREAL ROMANIA S.R.L.,517,27624.01,32872.68,1967.82,0.059861867,2018.4,28587,28071,1
27-Jan-24,LOREAL ROMANIA S.R.L.,701,35279.63,41982.98,2664.52,0.063466671,2474.36,28071,27370,1
28-Jan-24,LOREAL ROMANIA S.R.L.,575,31040.47,36938.19,2402.81,0.065049479,2105.44,27370,26795,1
29-Jan-24,LOREAL ROMANIA S.R.L.,386,20547.85,24452.09,1520.41,0.062179143,1434.42,26795,26498,1
30-Jan-24,LOREAL ROMANIA S.R.L.,395,20321.76,24183.07,1381.43,0.057123847,1528.56,26498,26109,1
31-Jan-24,LOREAL ROMANIA S.R.L.,886,44758.25,53263.38,1925.12,0.036143407,2199.73,26109,28480,1
1-Feb-24,LOREAL ROMANIA S.R.L.,433,24685.37,29375.42,1399.08,0.047627574,2632.4221,28480,28047,0
2-Feb-24,LOREAL ROMANIA S.R.L.,484,26898.82,32009.39,1434.22,0.044806227,2995.8721,28047,27563,0
3-Feb-24,LOREAL ROMANIA S.R.L.,722,43189.06,51394.59,2126.41,0.041374199,4852.04,27563,26836,1
4-Feb-24,LOREAL ROMANIA S.R.L.,651,36663.7,43629.97,1735.53,0.039778391,4153.77,26836,26185,1
5-Feb-24,LOREAL ROMANIA S.R.L.,440,24522.63,29181.71,1489.29,0.051035049,2441.92,26185,25745,1
6-Feb-24,LOREAL ROMANIA S.R.L.,451,26971,32095.35,1548.15,0.048235959,2814.3025,25745,25297,1
7-Feb-24,LOREAL ROMANIA S.R.L.,438,24944.75,29684.15,1159.05,0.03904609,2826.62,25297,29888,1
8-Feb-24,LOREAL ROMANIA S.R.L.,481,26042.25,30990.41,937.59,0.030254198,3222.48,29888,29341,1
9-Feb-24,LOREAL ROMANIA S.R.L.,602,32819.3,39054.85,1405.65,0.035991689,3720.83,29341,28735,1
10-Feb-24,LOREAL ROMANIA S.R.L.,768,44627.26,53106.4,2061.1,0.038810765,4983.51,28735,27967,1
11-Feb-24,LOREAL ROMANIA S.R.L.,671,38417.85,45717.34,1277.66,0.027946945,4720.17,27967,27296,1
12-Feb-24,LOREAL ROMANIA S.R.L.,499,28630.76,34070.62,1642.28,0.048202234,3047.6,27296,26796,0
13-Feb-24,LOREAL ROMANIA S.R.L.,498,27798.63,33080.31,1434.89,0.043375954,2951.82,26796,26234,0
14-Feb-24,LOREAL ROMANIA S.R.L.,475,29145.16,34682.73,1337.77,0.038571646,3274.92,26234,29667,0
15-Feb-24,LOREAL ROMANIA S.R.L.,557,32808.12,39041.43,1616.07,0.041393719,3528.99,29667,29109,1
16-Feb-24,LOREAL ROMANIA S.R.L.,589,32700.26,38913.11,1845.39,0.047423349,3407.72,29109,28520,0
17-Feb-24,LOREAL ROMANIA S.R.L.,740,44177.97,52571.71,2198.49,0.041818879,4722.27,28520,27780,1
18-Feb-24,LOREAL ROMANIA S.R.L.,731,42228.55,50251.83,2269.67,0.045165917,4569.3014,27780,27049,1
19-Feb-24,LOREAL ROMANIA S.R.L.,545,30619.3,36436.72,4645.78,0.127502695,1000.57,27049,26504,1
20-Feb-24,LOREAL ROMANIA S.R.L.,557,30422.11,36202.1,3983.91,0.110046379,1458.0699,26504,26147,1
21-Feb-24,LOREAL ROMANIA S.R.L.,512,27655.46,32909.95,4540.55,0.137968912,618.61,26147,28710,1
22-Feb-24,LOREAL ROMANIA S.R.L.,576,32307.32,38445.52,5151.68,0.133999488,821.3214,28710,28136,1
23-Feb-24,LOREAL ROMANIA S.R.L.,502,28129.76,33474.25,4132.75,0.12346057,897.02,28136,27634,1
24-Feb-24,LOREAL ROMANIA S.R.L.,638,35226.35,41918.62,5533.92,0.132015796,813.1397,27634,26999,1
25-Feb-24,LOREAL ROMANIA S.R.L.,706,39332.05,46804.69,5236.82,0.111886651,1468.5213,26999,26294,1
26-Feb-24,LOREAL ROMANIA S.R.L.,473,25675.52,30553.82,3838.18,0.125620299,665.31,26294,25823,1
27-Feb-24,LOREAL ROMANIA S.R.L.,491,26892.36,32001.59,3997.91,0.12492848,679.65,25823,28993,0
28-Feb-24,LOREAL ROMANIA S.R.L.,527,28336.5,33720.23,4172.47,0.123737887,644.08,28993,28472,1
29-Feb-24,LOREAL ROMANIA S.R.L.,608,34380.72,40912.94,5793.46,0.141604588,376.66,28472,27864,1
1-Mar-24,LOREAL ROMANIA S.R.L.,404,26817.78,31912.95,2781.05,0.087144874,2256.44,27864,27526,1
2-Mar-24,LOREAL ROMANIA S.R.L.,655,40600.49,48314.25,3863.25,0.079960881,3291.3014,27526,26871,0
3-Mar-24,LOREAL ROMANIA S.R.L.,629,37128.72,44183.15,3698.85,0.083716304,2932.32,26871,26242,1
4-Mar-24,LOREAL ROMANIA S.R.L.,381,22737.15,27057,1134.5,0.04193,2458.01,26242,25861,0
5-Mar-24,LOREAL ROMANIA S.R.L.,400,22323.97,26565.3,1328.2,0.049997553,2154.17,25861,29235,1
6-Mar-24,LOREAL ROMANIA S.R.L.,476,28660.85,34106.1,1835.91,0.053829374,2654.4343,29235,28780,1
7-Mar-24,LOREAL ROMANIA S.R.L.,483,28890.43,34379.3,1747.72,0.050836404,2725.808,28780,28298,1
8-Mar-24,LOREAL ROMANIA S.R.L.,528,33008.11,39279.26,2001.27,0.050949789,3216.6823,28298,27770,0
9-Mar-24,LOREAL ROMANIA S.R.L.,634,37601.19,44744.98,2299.54,0.051392134,3515.778,27770,27136,0
10-Mar-24,LOREAL ROMANIA S.R.L.,682,40667.08,48393.5,2247.01,0.046432062,4176.759,27136,26454,0
11-Mar-24,LOREAL ROMANIA S.R.L.,424,23941.17,28489.7,1428.82,0.05015216,2222.698,26454,26174,1
12-Mar-24,LOREAL ROMANIA S.R.L.,391,21542.41,25635.3,1210.21,0.047208732,2095.719,26174,27931,1
13-Mar-24,LOREAL ROMANIA S.R.L.,403,23032.68,27408.4,1566.12,0.057140147,1969.698,27931,27569,0
14-Mar-24,LOREAL ROMANIA S.R.L.,454,27489.71,32712.4,1230.12,0.037604089,2954.888,27569,27113,1
15-Mar-24,LOREAL ROMANIA S.R.L.,611,35730.89,42519.4,1913.14,0.04499452,3469.366,27113,26502,1
16-Mar-24,LOREAL ROMANIA S.R.L.,760,45550.23,54204.3,2573.26,0.047473355,4351.774,26502,25742,1
17-Mar-24,LOREAL ROMANIA S.R.L.,758,43648.15,51940.91,2805.15,0.054006562,3789.7649,25742,24985,1
18-Mar-24,LOREAL ROMANIA S.R.L.,509,27982.78,33298.98,1386.54,0.041639113,2748.868,24985,24669,1
19-Mar-24,LOREAL ROMANIA S.R.L.,498,29072.44,34595.98,1790.02,0.051740694,2616.2,24669,24634,0
20-Mar-24,LOREAL ROMANIA S.R.L.,463,27361.87,32560.31,1414.22,0.043433862,2667.788,24634,28942,1
21-Mar-24,LOREAL ROMANIA S.R.L.,421,23994,28552.7,1334.8,0.046748644,2257.63,28942,28521,1
22-Mar-24,LOREAL ROMANIA S.R.L.,452,25731.15,30619.9,1562.11,0.051016169,2252.389,28521,28430,1
23-Mar-24,LOREAL ROMANIA S.R.L.,679,40397.81,48072.9,2446.85,0.050898739,3626.725,28430,27751,0
24-Mar-24,LOREAL ROMANIA S.R.L.,616,34596.47,41169.4,1822.14,0.044259571,3253.696,27751,27135,1
25-Mar-24,LOREAL ROMANIA S.R.L.,414,23849.84,28381.11,1776.43,0.062591985,1823.277,27135,26727,0
26-Mar-24,LOREAL ROMANIA S.R.L.,443,26815.08,31909.6,1295.45,0.0405975,2628.235,26727,26288,1
27-Mar-24,LOREAL ROMANIA S.R.L.,431,25164.26,29945.4,1499.65,0.050079478,2255.895,26288,28452,1
28-Mar-24,LOREAL ROMANIA S.R.L.,436,24745.33,29447,1278.52,0.043417666,2299.133,28452,28016,0
29-Mar-24,LOREAL ROMANIA S.R.L.,496,29461.04,35058.4,1543.13,0.044015985,2800.247,28016,27520,1
30-Mar-24,LOREAL ROMANIA S.R.L.,628,36512.71,43450.2,2040.35,0.046958357,3245.27,27520,32133,1
31-Mar-24,LOREAL ROMANIA S.R.L.,670,39770.37,47326.4,2444.16,0.051644748,3362.529,32133,31463,1
1-Apr-24,LOREAL ROMANIA S.R.L.,530,29979.94,35675.85,2573.36,0.072131708,2084.3128,31463,30933,1
2-Apr-24,LOREAL ROMANIA S.R.L.,551,30711.09,36546.07,2966.14,0.081161668,1851.3099,30933,30381,1
3-Apr-24,LOREAL ROMANIA S.R.L.,530,30201.61,35939.9,2725.3,0.075829371,1913.45,30381,29864,1
4-Apr-24,LOREAL ROMANIA S.R.L.,524,30025.7,35730.36,2608.14,0.072995066,1963.425,29864,32590,1
5-Apr-24,LOREAL ROMANIA S.R.L.,577,33693.73,40095.53,3004.07,0.074922816,2218.82,32590,32012,1
6-Apr-24,LOREAL ROMANIA S.R.L.,689,37470.15,44589.5,3515.5,0.078841431,2199.28,32012,31323,1
7-Apr-24,LOREAL ROMANIA S.R.L.,759,42606.01,50700.53,3920.99,0.077336272,2681.669,31323,30564,1
8-Apr-24,LOREAL ROMANIA S.R.L.,549,30515.35,36313.17,3029.53,0.083427858,1745.91,30564,30015,1
9-Apr-24,LOREAL ROMANIA S.R.L.,587,33550.59,39925.35,2690.16,0.067379747,2420.8899,30015,35749,1
10-Apr-24,LOREAL ROMANIA S.R.L.,621,34752.99,41355.85,3101.15,0.074986973,2132.72,35749,35133,1
11-Apr-24,LOREAL ROMANIA S.R.L.,638,35261.53,41961.21,2971.79,0.070822314,2375.7422,35133,34496,1
12-Apr-24,LOREAL ROMANIA S.R.L.,668,37397.49,44502.69,3166.82,0.071160193,2490.9387,34496,33828,1
13-Apr-24,LOREAL ROMANIA S.R.L.,803,46612.74,55468.92,3915.58,0.070590522,3129.148,33828,33027,1
14-Apr-24,LOREAL ROMANIA S.R.L.,882,49887.34,59365.89,4946.61,0.083324111,2853.732,33027,32145,1
15-Apr-24,LOREAL ROMANIA S.R.L.,682,37840.03,45029.51,3529.6,0.078384153,2241.7023,32145,31465,1
16-Apr-24,LOREAL ROMANIA S.R.L.,613,33345.06,39680.71,3478.79,0.08766955,1722.5868,31465,30852,1
17-Apr-24,LOREAL ROMANIA S.R.L.,521,28359.19,33747.28,2537.02,0.075177022,1784.9036,30852,32602,0
18-Apr-24,LOREAL ROMANIA S.R.L.,9295,30578.96,36388.75,3149.53,0.0865523,1771.3456,32602,23308,1
19-Apr-24,LOREAL ROMANIA S.R.L.,599,31342,37296.87,3040.13,0.081511666,1753.7676,23308,22707,1
20-Apr-24,LOREAL ROMANIA S.R.L.,761,39730.78,47279.42,4390.6,0.092864929,1931.101,22707,21948,1
21-Apr-24,LOREAL ROMANIA S.R.L.,726,41224.45,49056.7,4095.6,0.083487067,2188.7904,21948,21222,0
22-Apr-24,LOREAL ROMANIA S.R.L.,474,24953.89,29695.07,3969.93,0.133689868,268.598,21222,20759,0
23-Apr-24,LOREAL ROMANIA S.R.L.,469,24840.11,29559.74,3699.63,0.125157731,490.336,20759,20395,1
24-Apr-24,LOREAL ROMANIA S.R.L.,645,35416.33,42144.98,5645.02,0.13394288,401.9276,20395,25994,1
25-Apr-24,LOREAL ROMANIA S.R.L.,607,30707.38,36541.66,4825.6,0.132057493,334.5945,25994,25412,1
26-Apr-24,LOREAL ROMANIA S.R.L.,693,35727.67,42515.4,5873.33,0.138145942,189.384,25412,24720,1
27-Apr-24,LOREAL ROMANIA S.R.L.,738,38993.79,46402.1,5932.77,0.127855636,605.1092,24720,23986,1
28-Apr-24,LOREAL ROMANIA S.R.L.,845,45477.61,54118.16,7105.15,0.131289571,618.7443,23986,23142,1
29-Apr-24,LOREAL ROMANIA S.R.L.,624,31928.96,37995.42,3335.8,0.087794792,1706.8902,23142,22518,1
30-Apr-24,LOREAL ROMANIA S.R.L.,672,36191.01,43067.08,3348.84,0.077758696,2201.8259,22518,28487,1
1-May-24,LOREAL ROMANIA S.R.L.,722,40275.52,47927.78,3656.63,0.076294583,2573.745,28487,27770,1
2-May-24,LOREAL ROMANIA S.R.L.,639,34898.14,41528.45,4272.33,0.102877184,1362.351,27770,29695,1
3-May-24,LOREAL ROMANIA S.R.L.,492,27268.31,32448.86,3178.41,0.097951361,1220.0594,29695,29195,1
4-May-24,LOREAL ROMANIA S.R.L.,225,13552.91,16127.68,2128.45,0.131974965,240.9615,29195,28970,1
5-May-24,LOREAL ROMANIA S.R.L.,,,,,0,0,28970,28970,0
6-May-24,LOREAL ROMANIA S.R.L.,,,,,0,0,28970,28970,0
7-May-24,LOREAL ROMANIA S.R.L.,835,45346.46,53962.15,5061.32,0.093793891,1990.6676,28970,28085,1
8-May-24,LOREAL ROMANIA S.R.L.,670,36769.23,43755.15,4372.61,0.099933608,1477.9151,28085,27425,1
9-May-24,LOREAL ROMANIA S.R.L.,642,34800.52,41412.54,4150.57,0.100224956,1413.1085,27425,32106,1
10-May-24,LOREAL ROMANIA S.R.L.,735,40561.79,48268.32,4597.4,0.095246737,1800.5576,32106,31171,1
11-May-24,LOREAL ROMANIA S.R.L.,799,44677.33,53165.67,5138.99,0.096659931,1849.1924,31171,30375,1
12-May-24,LOREAL ROMANIA S.R.L.,873,48344.13,57529.21,5015.71,0.087185449,2523.6339,30375,29502,1
13-May-24,LOREAL ROMANIA S.R.L.,546,31334.25,37287.55,3838.56,0.102944817,1298.0712,29502,29221,1
14-May-24,LOREAL ROMANIA S.R.L.,625,34859.33,41482.14,3990.02,0.096186455,1455.7216,29221,28627,1
15-May-24,LOREAL ROMANIA S.R.L.,588,32381.49,38533.85,3851.18,0.099942778,1244.9247,28627,31833,1
16-May-24,LOREAL ROMANIA S.R.L.,660,35154.43,41833.78,3506.9,0.083829384,1932.9008,31833,31169,1
17-May-24,LOREAL ROMANIA S.R.L.,629,35913.61,42737.18,4792.93,0.112148953,1065.288,31169,30540,1
18-May-24,LOREAL ROMANIA S.R.L.,789,43468.34,51726.97,5066.75,0.097951803,1854.7583,30540,29751,1
19-May-24,LOREAL ROMANIA S.R.L.,747,40856.36,48619.08,4819.14,0.099120345,1626.0833,29751,29004,1
20-May-24,LOREAL ROMANIA S.R.L.,562,31344.33,37299.5,4287.15,0.114938538,804.7954,29004,28441,1
21-May-24,LOREAL ROMANIA S.R.L.,588,31379.91,37341.83,4103.39,0.109887223,909.2506,28441,27853,1
22-May-24,LOREAL ROMANIA S.R.L.,534,29022.31,34536.44,3490.7,0.101072954,1050.5786,27853,30877,1
23-May-24,LOREAL ROMANIA S.R.L.,474,24481.63,29133.04,2846.31,0.097700412,1040.3572,30877,30403,0
24-May-24,LOREAL ROMANIA S.R.L.,616,33811.55,40235.33,5040.45,0.12527423,633.2472,30403,29787,1
25-May-24,LOREAL ROMANIA S.R.L.,742,41117.27,48929.28,7573.71,0.154788912,-321.0604,29787,29047,1
26-May-24,LOREAL ROMANIA S.R.L.,852,44482.43,52933.92,8760.44,0.165497662,-849.1957,29047,28195,1
27-May-24,LOREAL ROMANIA S.R.L.,628,31859.18,37912.09,6291.71,0.16595524,-645.4038,28195,27567,0
28-May-24,LOREAL ROMANIA S.R.L.,636,32768.11,38993.74,6845.91,0.175564334,-692.8198,27567,26931,1
29-May-24,LOREAL ROMANIA S.R.L.,534,27065.74,32207.9,5237.81,0.162625008,-405.3757,26931,43555,1
30-May-24,LOREAL ROMANIA S.R.L.,761,39394.69,46879.71,8379.09,0.178735961,-1193.788,43555,42795,1
31-May-24,LOREAL ROMANIA S.R.L.,774,39403.57,46890.23,8062.66,0.171947546,-1079.7047,42795,41732,0
1-Jun-24,LOREAL ROMANIA S.R.L.,721,37370.8,44470.93,6930.63,0.155846302,-491.066,41732,41011,1
2-Jun-24,LOREAL ROMANIA S.R.L.,869,49037.98,58355.18,8249.15,0.141361058,-56.543,41011,40143,0
3-Jun-24,LOREAL ROMANIA S.R.L.,569,30578.65,36388.16,5109.91,0.14042782,-14.627,40143,39568,1
4-Jun-24,LOREAL ROMANIA S.R.L.,692,36740.97,43721.52,6361.58,0.145502261,-229.34,39568,38876,0
5-Jun-24,LOREAL ROMANIA S.R.L.,868,47091.95,56039.21,8074.26,0.144082331,-274.139,38876,39391,1
6-Jun-24,LOREAL ROMANIA S.R.L.,734,38559.44,45885.62,6812.05,0.148457185,-390.167,39391,38707,0
7-Jun-24,LOREAL ROMANIA S.R.L.,870,46072.68,54826.37,8894.79,0.162235618,-1026.856,38707,37837,0
8-Jun-24,LOREAL ROMANIA S.R.L.,906,49715.09,59160.74,9167.93,0.154966452,-611.307,37837,36931,1
9-Jun-24,LOREAL ROMANIA S.R.L.,1020,54664.62,65051.14,9482.5,0.145769928,-290.434,36931,35912,1
10-Jun-24,LOREAL ROMANIA S.R.L.,768,41846.19,49796.83,7657.27,0.15377023,-641.81,35912,35143,1
11-Jun-24,LOREAL ROMANIA S.R.L.,769,41484.24,49365.82,7987.84,0.161809122,-898.346,35143,34373,1
12-Jun-24,LOREAL ROMANIA S.R.L.,773,41640.74,49552.63,7655.48,0.154491901,-629.62,34373,34320,1
13-Jun-24,LOREAL ROMANIA S.R.L.,816,43076.95,51261.33,7364.15,0.143658973,-176.168,34320,33486,1
14-Jun-24,LOREAL ROMANIA S.R.L.,828,44859.24,53381.76,7123.41,0.133442771,265.4239,33486,36515,1
15-Jun-24,LOREAL ROMANIA S.R.L.,1126,61501.93,73187.28,10605.47,0.144908651,-405.0314,36515,35393,1
16-Jun-24,LOREAL ROMANIA S.R.L.,1138,60670.11,72196.99,10694.69,0.148132076,-616.254,35393,34255,1
17-Jun-24,LOREAL ROMANIA S.R.L.,709,37302.03,44389.21,6752.37,0.152117373,-485.348,34255,34058,0
18-Jun-24,LOREAL ROMANIA S.R.L.,947,50559.76,60165.91,9140.06,0.151914265,-665.5,34058,33111,1
19-Jun-24,LOREAL ROMANIA S.R.L.,933,48425.93,57625.9,9038.66,0.156850652,-877.016,33111,36115,0
20-Jun-24,LOREAL ROMANIA S.R.L.,865,46592.64,55444.59,9406.55,0.169656769,-1370.174,36115,35250,0
21-Jun-24,LOREAL ROMANIA S.R.L.,930,48433.92,57636,9690.63,0.16813502,-1323.913,35250,34286,0
22-Jun-24,LOREAL ROMANIA S.R.L.,967,50613.33,60229.53,9456.65,0.157010191,-926.627,34286,33324,1
23-Jun-24,LOREAL ROMANIA S.R.L.,836,44428.59,52869.56,8387.67,0.158648379,-811.843,33324,32488,1
24-Jun-24,LOREAL ROMANIA S.R.L.,868,45551.44,54205.93,8627.71,0.159165427,-887.624,32488,31619,0
25-Jun-24,LOREAL ROMANIA S.R.L.,802,41315.14,49164.82,7644.31,0.155483331,-684.243,31619,30817,0
26-Jun-24,LOREAL ROMANIA S.R.L.,694,37437.67,44550.62,7333.98,0.164621278,-836.61,30817,30315,1
27-Jun-24,LOREAL ROMANIA S.R.L.,761,38814.51,46189.03,8195.11,0.177425462,-1446.594,30315,29554,1
